time,ARIMA,UCM,ML Model
2020-01-01T00:00:01Z,0.0,2.505275074842324,0.6512128673493862
2020-01-01T01:00:01Z,0.0,1.0677668852151585,0.0
2020-01-01T02:00:01Z,0.0,1.119359756249414,0.0
2020-01-01T03:00:01Z,0.0,0.986306886104664,0.0
2020-01-01T04:00:01Z,0.0,1.1346910758704487,1.0936378687620163
2020-01-01T05:00:01Z,19.32713332047527,6.561079671790365,3.9764366447925568
2020-01-01T06:00:01Z,37.616892809723424,11.96881085124223,8.898940248414874
2020-01-01T07:00:01Z,82.51656303094704,23.124880199733376,13.929505689069629
2020-01-01T08:00:01Z,118.67846351983655,39.1664758901823,21.14042029157281
2020-01-01T09:00:01Z,139.57407576596083,43.82473885785119,35.79042738676071
2020-01-01T10:00:01Z,152.44174101955872,50.38044816409447,51.6622034534812
2020-01-01T11:00:01Z,164.7009844346004,63.61879348104952,59.479846090078354
2020-01-01T12:00:01Z,183.23335565120323,69.63007139654576,66.56990548968315
2020-01-01T13:00:01Z,183.72299384497185,71.72213059158548,73.38389414548874
2020-01-01T14:00:01Z,188.41665252070425,62.99817339538761,79.88432130217552
2020-01-01T15:00:01Z,179.55436323192714,67.59564253488267,83.35801461338997
2020-01-01T16:00:01Z,194.33829353527213,60.99209196570661,78.75398245453835
2020-01-01T17:00:01Z,171.79073053134778,50.03097712828614,57.15671530365944
2020-01-01T18:00:01Z,135.30765629775112,42.803451536630526,43.21410995721817
2020-01-01T19:00:01Z,97.08824326131648,25.424911841156664,38.03877241909504
2020-01-01T20:00:01Z,67.3618038958229,20.69789264258029,30.675663001835346
2020-01-01T21:00:01Z,40.92513826347052,13.047124559657776,20.050155848264694
2020-01-01T22:00:01Z,19.153349700315378,6.175972511717017,10.186453890055418
2020-01-01T23:00:01Z,5.160351505540632,3.7262144050574033,6.466906378045678
2020-01-02T00:00:01Z,0.0,2.464011784778559,3.7512043844908476
2020-01-02T01:00:01Z,0.0,1.026321323353408,0.7823258824646473
2020-01-02T02:00:01Z,0.0,1.06247838120031,0.0
2020-01-02T03:00:01Z,0.0,0.9396748054564714,0.0
2020-01-02T04:00:01Z,0.0,1.0432082963670446,0.0
2020-01-02T05:00:01Z,9.118140355150215,6.083390261440719,0.498809639364481
2020-01-02T06:00:01Z,26.650699199108537,11.25323354265046,5.358797712251544
2020-01-02T07:00:01Z,70.55144861408334,21.980479359788585,11.497313188388944
2020-01-02T08:00:01Z,104.84540687103495,36.75652202544803,12.939231500029564
2020-01-02T09:00:01Z,124.24412998987556,41.13572277041617,18.90897276252508
2020-01-02T10:00:01Z,137.3214791432188,47.53643445745382,27.03562555834651
2020-01-02T11:00:01Z,151.04756823491127,61.152944203387314,38.45439733564854
2020-01-02T12:00:01Z,170.77667530574573,67.56985192627965,46.05591461062431
2020-01-02T13:00:01Z,171.76788784562547,69.27057897738435,50.65824233740568
2020-01-02T14:00:01Z,177.41732721809728,61.54699991495715,50.13823867589235
2020-01-02T15:00:01Z,170.84498931218826,67.51938323702899,50.88147568702698
2020-01-02T16:00:01Z,188.4413725018062,62.3574397151334,42.912013716995716
2020-01-02T17:00:01Z,167.7551725449573,49.41093205000948,34.60913783311844
2020-01-02T18:00:01Z,131.9677991727385,43.02294297432943,31.52815917134285
2020-01-02T19:00:01Z,94.3578989868268,25.838914337778863,27.379693016409874
2020-01-02T20:00:01Z,65.71111199767293,20.91971226988038,22.81755782291293
2020-01-02T21:00:01Z,39.87585009329983,12.99925673286487,15.180703114718199
2020-01-02T22:00:01Z,17.014644880642635,5.93572243558376,10.890133732929826
2020-01-02T23:00:01Z,0.374154832265134,3.507319079799215,6.7322953110560775
2020-01-03T00:00:01Z,0.0,7.11915159762404,4.185707995668054
2020-01-03T01:00:01Z,0.0,3.568241153437734,1.4922505281865597
2020-01-03T02:00:01Z,0.0,3.4010899696712453,0.0
2020-01-03T03:00:01Z,0.0,2.994496666553903,0.0
2020-01-03T04:00:01Z,0.0,3.0574173250775685,0.0
